,Unnamed: 0,Customer_name,Date,Rating,Review_Title,Review,Sentimens,normal
270,270,Mutiaraclassik,Oktober 2021,5.0,Pengalaman menginap di Sofitel,"Kami menginap tujuh malam di Sofitel bersama dua anak. Kami sangat menikmati segala fasilitasnya, anak-anak sangat senang berenang dan bermain di kids clubnya, kalau tidak salah mereka bermain dengan Miss Juni, Miss Asri, dan Bapak Abas. Untuk kamarnya sangat nyaman dan varian Makanan bfast juga bermacam-macam.",Positive,kami inap tujuh malam sofitel anak kami nikmat fasilitas anak senang renang main kids clubnya salah main miss juni miss asri bapak abas untuk kamar nyaman varian makan bfast macam
271,271,Karina O,Oktober 2021,4.0,Nice.. but..,"Pengalaman menginap kami 3H2N di sofitel kali ini cukup mengecewakan, mungkin karena di awal check in staff reception melihat outfit from top to toe dan terlihat sama saya, yes, saya menggunakan outfit seadanya pada waktu check in tapi saya rasa bukan hospitality seperti itu yang harus tamu dapat pada awal menginap and it’s not proper right? Receptionist merupakan wajah awal hospitality dari sebuah hotel.. please do smile and proper greetings seperti yang kalian biasa lakukan sebelum pandemi..   Dan untuk prokes pada waktu breakfast tolong lebi diperketat, krn kami masi lihat staff tidak mengingatkan tamu yg tidak menggunakan masker pd waktu breakfast..  Sofitel dulu masuk dalam top list hotel di Bali untuk kami, semoga bisa bisa improve ke depannya khususnya bagian…",Positive,alam inap 3h2n sofitel kali kecewa check in staff reception outfit from top to toe saya yes outfit ada check in hospitality tamu inap and it not proper right receptionist wajah hospitality hotel please do smile and proper greetings laku pandemi dan prokes breakfast tolong lebi ketat karena mas lihat staff tamu yang masker pada breakfast sofitel masuk top list hotel bal kami moga improve depan bagi
272,272,Puji A,Oktober 2021,5.0,Liburan di Bali,"Seneng banget bisa coba menginap di Sofitel. Bisa liburan dengan nyaman bersama anak-anak. Parents bisa massage dan anak-anak bisa main di kids club, mereka fun banget main disana sama Miss Asri, Juni dan Eka, coba face paintingnya juga. Untuk bfast juga makanannya banyak variasi. Pokoknya seneng deh...",Positive,neng banget coba inap sofitel bisa libur nyaman anak parents massage anak main kids club fun banget main sana miss asri juni eka coba face paintingnya juga untuk bfast makan variasi pokok neng deh
273,273,Victor Antonius A,September 2021,5.0,Menginap di Sofitel yang sangat nyaman,"Sebelum memberikan ulasan sy sampaikan dulu lokasi Sofitel Hotel di Nusa Dua, Bali  terletak di BTDC dengan akses ke pantai yang tenang dan bagus. Kami menginap di Luxury Room  nomor 6222 & 6223. Pelayanannya mengikuti protokol Covid, yaitu sebelum masuk harus cek suhu terlebih dahulu dan staf-staf hotelnya sangat baik dan ramah.  Kamarnya pun luar biasa, berukuran sekitar 48m2, sangat bersih dan bed-nya sangat empuk. Enak banget tidurnya! Fasilitasnya yang dibuka antara lain : - Komalm Renang - Sepeda - Makan Itali/Romantic Dinner: Cuccina - BBQ: Toya - Aktivitas Outdoor: ada badminton, archery  Pada malam terakhir kami makan malam ala BBQ di Toya, makanan enak dan harganya sukup bersahabat untuk kami ber 4.  Pengalaman kami sangat menyenangkan dan kami pastikan akan…",Positive,belum ulas saya lokasi sofitel hotel nusa dua bal letak btdc akses pantai tenang bagus kami inap luxury room nomor 6222 6223 layan ikut protokol covid masuk cek suhu staf hotel ramah kamar biasa ukur 48m2 bersih bed nya empuk enak banget tidur fasilitas buka komalm renang sepeda makan itali romantic dinner cuccina bbq toya aktivitas outdoor badminton archery pada malam makan malam ala bbq toya makan enak harga sukup sahabat ber alam senang pasti akan
274,274,Her88,Agustus 2021,3.0,Pertama kali menginap dan tidak akan kembali,"Kami memesan kamar untuk dua malam termasuk sarapan pagi.    Pros: - Staf yang berada di depan lobby  ramah dan sangat membantu.  Terima kasih kepada Artana, Yoda dan Angga. - Staf wanita yang menyajikan minuman juga ramah. - Kamar nyaman dan cukup besar.  Kami mendapatkan 'sedikit' pemandangan laut dari balkon.  Saya katakan sedikit karena pemandangan laut nya tertutup oleh bangunan di antara kamar hotel dan pantai. - Pantai bersih dan indah.  Cons: - Air dari shower selalu membasahi lantai di depan pintu shower yang mengakibatkan lantai licin. - Siang hari elevator hanya satu yang difungsikan. Malam hari seluruh elevator tidak berfungsi.  Suasana menuju kamar hotel gelap.  Kami harus berjalan dan naik tangga manual saat kembali dari luar hotel. - Kamar tidak kedap suara.  Kami…",Positive,kami mes kamar malam sarap pagi pros staf lobby ramah bantu terima kasih artana yoda angga staf wanita saji minum ramah kamar nyaman besar kami sedikit pandang laut balkon saya pandang laut nya tutup bangun kamar hotel pantai pantai bersih indah cons air shower basah lantai pintu shower akibat lantai licin siang elevator fungsi malam elevator fungsi suasana kamar hotel gelap kami jalan tangga manual hotel kamar kedap suara kami
275,275,Marissa,Agustus 2021,5.0,Excellent As Always ❤️,"Setiap Tahun Pasti Banget Nginep di Sofitel❤️ Padahal rencana tahun lalu booking buat ke Bali karena Pandemi, akhirnya di mundurkan sampai agustus 2021 Udah takut banget bakalan bagus ga yah service dan lainnya.. Tapii ternyata super banget sih Thankyou buat Free Upgrade kamar nya jadi berasa ga mau pulang😭 Apalagi Breakfastnyaaa!!! Tetapp JUARAAA!!!!!! Bali kalo tidak di Sofitel, Belum berasa ke Bali ! 🤣  See you Next year yah!❤️",Positive,tiap tahun pasti banget menginap sofitel padahal rencana booking bal pandemi mundur agustus 2021 sudah takut banget bagus tidak yah service lain tapi super banget sih thankyou free upgrade kamar nya asa tidak pulang apalagi breakfastnyaaa tetapp juaraaa bal kalau sofitel belum asa bal see you lanjut year yah
276,276,Ni Putu Nena B,Agustus 2021,5.0,Yoga activities,"Sangat merekomendasikan liburan keluarga disini, selain fasilitas hotel yg sangan baik dan menyenangkan untuk anak2.. kolam renang yg bersih, menuju pantai yg sangat dekat, area water sport yg terjangkau hotel activitiesnya jg sangat beragam.. yg menjadi highlight sy, yoga class oleh Mangdi, guru yg ramah dan sabar setelah sesi kita dpt complemen pijat yg sangat relaxing.. thx you mangdi.. lalu hari kedua oleh guru Agus yg sangat sabar, flow kelas yg seru dan inisiatif yg baik.. kita bahkan dianjurkan mengambil foto dgn pose yoga.. perhatian kecil yg menyenangkan .. thx you Agus",Positive,sangat rekomendasi libur keluarga sini fasilitas hotel yang sangan senang anak2 kolam renang yang bersih pantai yang dekat area water sport yang jangkau hotel activitiesnya juga agam yang highlight saya yoga class mangdi guru yang ramah sabar sesi dapat complemen pijat yang relaxing terima kasih you mangdi guru agus yang sabar flow kelas yang seru inisiatif yang baik anjur ambil foto dengan pose yoga perhati yang senang terima kasih you agus
277,277,Jimmy S,Juli 2021,5.0,Mr. Jimmy,"Sangat puas dengan Pak Dika, membuat 1st impresion sewaktu kita mau check in menjadi tambah kerasan, Pak Dika juga sangat helpfull dan ramah menjawab semua pertanyaan kami. terimakasih Pak Dika, Sofitel highly recomend untuk liburan dan bermalam. Antonius jimmy #6007",Positive,sangat puas pak dika 1st impresion check in kerasan pak dika helpfull ramah kami terimakasih pak dika sofitel highly recomend libur malam antonius jimmy 6007
278,278,rudy,April 2021,5.0,Pelayanan yang maksimal,Kemarin pas check in sempat ngobrol dengan receptionistnya yang cerita tentang kondisi situasi di Bali yang membuat hotel juga mengurangi karyawannya termasuk Sofitel. Tapi saya pribadi salut dengan Sofitel yang tetap berusaha memberikan yang terbaik buat tamu meski jumlah staffnya berkurang. Secara keseluruhan saya puas menikmati short stay di Sofitel Bali. Thank you,Positive,kemarin pas check in ngobrol receptionistnya cerita kondisi situasi bal hotel kurang karyawannya sofitel tapi pribadi salut sofitel usaha baik tamu staffnya kurang cara puas nikmat short stay sofitel bal thank you
279,279,Elionora T,Mei 2021,3.0,Kurang tanggap terhadap complain yang urgent,"Hotel overall bangunan masih bagus luxury, sayang amenities kurang perawatan, tempat sabun shampoo uda rusak, complain dr pagi sampe mlm tetap g bisa d pakai… sayang banget… mungkin kurang karyawan, akibatnya kurang cepat memgatasi masalah pdhal itu sangat di butuhkan untuk mandi. Saya sampai telp beberapa kali untuk komplain mau mandi.",Negative,hotel overall bangun bagus luxury sayang amenities awat sabun shampoo sudah rusak complain dari pagi sampai mlm pakai sayang banget karyawan akibat cepat memgatasi pdhal butuh mandi saya telepon kali komplain mandi
280,280,prana wardana,Juni 2021,5.0,Resort nyaman untuk bersantai,Menikmati suasana resort di kolam renang sambil bersantai minum kelapa muda berasa seger banget. Kolamnya yang lebar dan tidak terlalu dalam cocok untuk saya yang tidak terlalu bisa berenang jadi gak perlu khawatir tenggelem or ribet pakek- pakek pelampung 😂,Positive,nikmat suasana resort kolam renang santa minum kelapa muda asa seger banget kolam lebar cocok renang tidak khawatir tenggelem or ribet pakai pakai pelampung
281,281,Jeffrey,Mei 2021,4.0,"Sedikit pengalaman mengecewakan, tapi masih bisa diterima","Setelah 1 tahun lebih tidak bisa liburan karena covid, akhirnya memutuskan liburan bersama keluarga ke Bali. Saya cukup kaget karena mendapatkan harga kamar sekitar 40-50% dari harga sebelum covid. Sempat khawatir karena review dari orang lain kurang bagus. Tapi sesampainya di Sofitel, ternyata tidak banyak berubah. Sarapan buffet dan makanan diambil oleh staf hotel. Untuk rasa, saya tidak bisa menikmati karena gusi sedang bengkak. Tetapi pilihan makanan untuk saya pribadi cukup banyak. Saya paling suka dengan fresh juice station. Pengalaman check in juga kurang karena saya sebenarnya sudah tiba dari jam 11 dan melakukan proses check in. Kemudian saya pergi dan kembali sekitar jam 5 sore tetapi ternyata kunci kamar belum siap. Saya diantarkan ke kamar oleh staf hotel tetapi…",Positive,telah libur covid putus libur keluarga bal saya kaget harga kamar 40 50 harga covid sempat khawatir review orang bagus tapi sampa sofitel ubah sarap buffet makan ambil staf hotel untuk rasa nikmat gusi bengkak tetapi pilih makan pribadi banyak saya suka fresh juice station alam check in jam 11 proses check in kemudian pergi jam sore kunci kamar siap saya antar kamar staf hotel tetapi
282,282,Popo S,Mei 2021,5.0,Cooking Class Time,Kita lagi nunggu giliran untuk ngikutin aktivitas tambahan yang dikasih Sofitel yaitu cooking class. Seru juga nih bisa bikin experience bikin ayam guling di pinggir pantai kayak gini sama keluarga. Great Additional Activity. Thanks Sofitel,Positive,kita menunggu gilir ngikutin aktivitas tambah kasih sofitel cooking class seru ini bikin experience bikin ayam guling pinggir pantai kayak gin keluarga great additional activity terima kasih sofitel
283,283,vita,Mei 2021,5.0,Inisiatif okey,"Inisiatifnya okay dengan menyediakan complimentary Infus water dan buah segar, passing around ke tamu yang beraktiftas di sekitar kolam dan pantai. Secara saya abis panas - panasan jadinya seger bener nih. Staff juga secara ke seluruhan ramah dan ringan tangan. Secara keseluruhan service GREAT 👍.",Positive,inisiatif okay sedia complimentary infus water buah segar passing around tamu beraktiftas kolam pantai cara habis panas panas seger benar ini staff seluruh ramah ringan tangan cara service great
284,284,Rytma T,Februari 2021,5.0,Menu bervariasi,"Menu sarapannya bervariasi dan banyak. Tiap hari mereka juga ganti menu jadi enak tamu gak bosen sama makanan yang cuman itu2 aja  dan makanannya di tutupi partisi, Staffnya juga pake masker dan pelindung diri lainnya. Jadi okay lah gak khawatir lagi jadinya",Positive,menu sarap variasi banyak tiap ganti menu enak tamu tidak bosen makan Cuma itu2 saja makan tutup partisi staffnya pakai masker lindung lain jadi okay tidak khawatir
285,285,Tia,April 2021,5.0,Kebersihan yg totalitas,"Saya rasa untuk kebersihan dan Sanitasi bagus di Sofitel, pas saya treadmill an cardio di di ruang gymnya, staffnya langsung ngebersihin mesin yang abis di pake sama orang lain dan dia selalu standby di sekitaran ruangan. Dan juga beberapa tempat lainnya sih mereka juga aware. Sukses selalu dah buat hotelnya",Positive,saya bersih sanitasi bagus sofitel pas treadmill an cardio ruang gymnya staffnya langsung ngebersihin mesin habis pakai orang standby sekitar ruang dan sih aware sukses deh hotel
286,286,Emilia,Mei 2021,5.0,Kamarnya mewah banget," Pas waktu liburan ke Bali sama suami, seneng banget bisa menikmati kamar Sofitel yang bagus ini, untung aja hotel ngasih harga promo - promo yang terjangkau, jadinya gak pikir dua kali untuk pesen kamar di Sofitel, dan bener donk kamarnya bagus, kasurnya nyaman 😂 dan betah jadinya. Boleh di ulang lagi nih next time stay di sini kalau harganya masih promo 😂",Positive,pas libur bal suami neng banget nikmat kamar sofitel bagus ini untung saja hotel memberikan harga promo promo jangkau tidak pikir kali sen kamar sofitel benar donk kamar bagus kasur nyaman betah jadi boleh ulang ini lanjut time stay harga promo
287,287,Dania,April 2021,5.0,Bersih dan Rindang,"Maintenance dari public areanya bagussssssss kondisi pandemic begini mereka benar-benar memperhatikan kebersihan sekitarnya recomended dehh untuk melepas penat dan menghilangkan stres, bikin betah bangetttt",Positive,maintenance public area bagussssssss kondisi pandemic benar perhati bersih recomended dehh lepas penat hilang stres bikin betah bangetttt
288,288,Vera,Mei 2021,5.0,Bali Island,Berlibur ke Bali memang sangat kami tunggu sejak lama Apalagi saat ini dunia sedang pandemik yang begitu panjang Namun Sofitel dapat memberikan service yang terbaik dan dengan harga yang sangat mencengangkan Kami sangat puas dengan pelayanannya Anak anak sangat senang bermain di Kids villa yang begitu nyaman dan bersih ditemani kak Asri dan Yanti Thank so much,Positive,libur bal tunggu apalagi dunia pandemik namun sofitel service baik harga cengang kami puas layan anak anak senang main kids villa nyaman bersih tani kak asri yanti thank so much
289,289,Christ,Mei 2021,5.0,Honeymoon,Kami berlibur di Sofitel Bali untuk honeymoon. Selama 6 malam kami menginap di kamar ocean view mereka. Kami datang agak larut malam dan disambut hangat oleh staff mereka. Kamarnya bersih dan luas. Banyak aktifitas yang bisa saya lakukan disana jadi saya tidak bosan.,Positive,kami libur sofitel bal honeymoon lama malam inap kamar ocean view mereka kami larut malam sambut hangat staff mereka kamar bersih luas banyak aktifitas laku sana bosan
290,290,Lucy H,Mei 2021,5.0,"“ Hygienic food prioritized ""","  Sarapan enak dengan berbagai menunya yang beragam, yang paling saya dan keluarga suka mereka benar-benar menerapkan protokol kesehatan, staff di restoran menggunakan face shield, masker,  glove dan makanannya juga selalu di tutupi setelah served guest. Makan bisa menikmati tanpa harus khawatir.",Positive,sarap enak menu agam keluarga suka benar terap protokol sehat staff restoran face shield masker glove makan tutup served guest makan nikmat khawatir
291,291,HetiWulandari,Januari 2021,5.0,Liburan seru,"Kebetulan anak seneng banget main archery, eh ternyata di Sofitel juga nyediain buat aktivitas panahan. Kita stay 3 hari kemarin dan akhirnya tiap hari main panahan terus 😂😊. Sofitel will always be our choice in Bali ❤️",Positive,betul anak neng banget main archery eh sofitel nyediain aktivitas panah kita stay kemarin main panah sofitel will always be kami choice in bal
292,292,ria.anggarini,Mei 2021,5.0,Tetap Sehat berlibur bersama keluarga di kala Pandemi,"Jogging pagi menyusuri pinggiran pantai Nusa Dua sambil menikmati udara segar. Mereka sediain pathway jadi gak usah injek2 pasir dan pathwaynya bersih, plus di musim pandemi begini saya rasa olahraga outdoor sekalian berjemur adalah pilihan yang sangat tepat 😉",Positive,jogging pagi susur pinggir pantai nusa dua nikmat udara segar mereka ain pathway tidak injek2 pasir pathwaynya bersih plus musim pandemi olahraga outdoor jemur pilih
293,293,elok ni'matun k,Desember 2020,5.0,Quick and nice service,"Sore-sore gitu pas kita bersantai pengen ngewine, kita order 1 bottle of wine dari room service kan, terus kita tinggal bentar jalan2 di pinggir pantai di depan hotel, eh pas kita balik semua sudah terset up dengan cantik. Kita puas dengan prlayanan hotel yang bagus dan cepat.",Positive,sore begitu pas santa ken ngewine order bottle of wine room service kan tinggal sebentar jalan2 pinggir pantai hotel eh pas set up cantik kita puas prlayanan hotel bagus cepat
294,294,Chrisandy,Februari 2021,5.0,Lovely Yoga Activity,"Seneng banget kemarin banyak kegiatan di hotelnya, salah satunya kemarin saya nyobain Yoga, mereka menerapkan protokol kesehatan dengan membuat jarak antara satu peserta satu dengan lainnya jadinya kita bisa yoga dengan tenang dan aman. Ntar klo ke Bali lagi ke Sofitel lagi aja dah pastinya.",Positive,neng banget kemarin giat hotel salah satu kemarin nyobain yoga terap protokol sehat jarak serta yoga tenang aman nanti kalau bal sofitel saja deh pasti
295,295,Endang Achadiyati ( Acha ),Desember 2020,5.0,Hotel activities provided,"  Liburan bersama keluarga di Sofitel bulan lalu seru banget, ada banyak sport activities yang di provide sama hotel, kemarin kita main Badminton, bola pingpong, sepedaan, pokonya seru banget . Gak sabar pengen nginep di Sofitel lagi kalau pas berlibur ke Bali. See you soon Sofitel !",Positive,libur keluarga sofitel seru banget sport activities provide hotel kemarin main badminton bola pingpong sepeda poko seru banget tidak sabar ken menginap sofitel pas libur bal see you soon sofitel
296,296,Ben Pranata,Februari 2021,5.0,Beautiful Swimming Pool,"Bulan maret kemarin pas liburan ke Bali gak salah kita pilih tinggal di Sofitel. Salah satu yang kita suka dari hotel ini kolam renangnya lebar, besar dan bagus, pas di tengah2 hotelnya. Renang berjam2 sampe gak brasa 🤣. We love you Sofitel Bali",Positive,bulan maret kemarin pas libur bal tidak salah pilih tinggal sofitel salah suka hotel kolam renang lebar bagus pas tengah2 hotel renang berjam2 sampai tidak brasa we love you sofitel bal
297,297,Evapsari,Mei 2021,5.0,Happy Stay,Kita stay disofitel 2 nights dan kami sangat menikmati fasilitas yng ada dengan kondisi pandemik namun sangat ketat dalam penerapan prokes nya. Jadi kami sangat percaya dengan Sofitel kami juga mengunjungi kids pool yang sangat dinikmati anak kami Terutama fasilitas kids club nya begitu nyaman dibawah asuhan Miss Asri yang sangat ramah dan berkelas Kegiatannya begitu banyak dan tidak pernah membosankan  Kami akan kembali lagi Semoga Bali cepat pulih,Positive,kita stay sofitel nights nikmat fasilitas yang kondisi pandemik ketat terap prokes nya jadi percaya sofitel unjung kids pool nikmat anak utama fasilitas kids club nya nyaman bawah asuh miss asri ramah kelas giat bosan kami moga bal cepat pulih
298,298,Hadi H,April 2021,5.0,Review Sofitel Nusa Dua Bali,"Luxury Pool Access nya ok, bisa lgs connect ke Main Pool Fasilitas tetap hampir sama dgn sblm pandemi Hanya menu dinner yg berkurang krn tamu""nya menurun drastis juga Dr private beach dekat juga kalau mau main water sport",Positive,luxury pool access nya ok lgs connect main pool fasilitas dengan sebelum pandemi hanya menu dinner yang kurang karena tamu nya turun drastis dari private beach main water sport
299,299,Nico S,Maret 2021,4.0,Ketiga kali dan dalam pandemi,"ini ketiga kali menginap disini dan saat pandemi, terima kasih sofitel sy di berikan free upgrade room tanpa harus menggunakan voucher sy dr accor, untuk kmar pertama sy di upgrade ke pool plunge, namun kursi sun loungernya busanya kotor, untuk kamar mandi di shower room lantainya bocor sampai merembes banyak ke koridor pintu masuk, bathtub tidak dapat di gunakan (keran air tidak berfungsi), hari selanjutnya sy di upgrade ke kamar suite dan semuanya di dalam kamar ok.untuk sarapan ala carte jujur saja rasanya biasa saja tidak seperti dulu. semoga sofitel kembali seperti dulu kembali yang dimana semuanya sangat baik. karena sekarang serasa bukan luxury hotel lagi.",Positive,tiga kali inap pandemi terima kasih sofitel saya free upgrade room voucher saya dari accor kmar saya upgrade pool plunge kursi sun loungernya busa kotor kamar mandi shower room lantai bocor rembes koridor pintu masuk bathtub keran air fungsi saya upgrade kamar suite kamar ok untuk sarap ala carte jujur dulu moga sofitel mana baik serasa luxury hotel lagi
300,300,Vero,Januari 2021,5.0,Hotel bagus di nusadua,"Holiday saat pandemi disini sangat recommend, kebersihannya sangat terjaga, baik di loby, di kamar maupun di restorannya. Semua di jaga dengan baik. Terimakasih buat upgrade kamar nya. Kids clubnya juga bagus anak Saya suka kalo masuk harus bawa kaos kaki ya. Pantai disini juga tenang dengan ombak tidak terlalu besar. Ada persewaan sepeda gratis untuk pengunjung. ",Positive,holiday pandemi recommend bersih jaga loby kamar restoran semua jaga baik terimakasih upgrade kamar nya kids clubnya bagus anak saya suka kalau masuk bawa kaos kaki iya pantai tenang ombak besar ada sewa sepeda gratis unjung
301,301,Benjamin P,Januari 2021,5.0,Stay 6D / 5N during pandemic,"Awal kami bertiga bimbang menginap akibat berubah2 nya aturan pemerintah terkait pandemi, sedang kami sudah booking jauh hari. Karena aturan Swab / Rapid (jarak waktu sangat pendek) sedangkan tgl 31 Des & 1 Jan banyak lab tutup.  Kami respect & sangat berterima kasih dengan Mbak Lidia (Reservation) saat kami telpon bisa menenangkan dan memberikan solusi2 yang sangat baik dengan sabar, termasuk jika ternyata kami tidak jadi berangkat jika hasil test salah satu dari kami bertiga ada yang positif.  Setelah test kami bertiga negatif, kami pertama kalinya memutuskan via darat, sehingga tambah booking 1 malam di tgl 3 nya.  Hari I check in agak malam karena perjalanan panjang & ke teman di Tabanan  dulu, dilayani mbak Dewi (reservasi) dengan baik juga.  Penilaian kami secara…",Positive,awal tiga bimbang inap akibat berubah2 nya atur perintah kait pandemi booking hari karena atur swab rapid jarak pendek tanggal 31 des jan lab tutup kami respect terima kasih mbak lidia reservation telpon tenang solusi2 sabar berangkat hasil test salah tiga positif telah test tiga negatif kali putus via darat booking malam tanggal nya hari check in malam jalan teman taban dulu layan mbak dewi reservasi juga nilai cara
302,302,suryadi H Ruspandi,Desember 2020,4.0,Liburan yg singkat,"Menginap untuk 2 malam, anak anak senang banget dng suasana dan fasilitas hotelnya lengkap, suka bgt sama kamarnya di upgrade ke akses poll, walau perjuangan bgt utk mendapatkan upgrade kamarnya.. hehe terima ksh.. pokoknya puas bgt menginap di htl ini,, hanya kurangnya menu sarapan nya dikit pilihannya tdk seperti biasanya,, mungkin karena situasi pandemi jadi menu nya terbatas.. tp ga nyesel buat balik lagi karena hotelnya menyenangkan",Positive,inap malam anak anak senang banget dng suasana fasilitas hotel lengkap suka banget kamar upgrade akses poll juang banget untuk upgrade kamar he terima ksh pokok puas banget inap htl ini kurang menu sarap nya dikit pilih tidak biasa situasi pandemi menu nya batas tapi tidak nyesel hotel senang
303,303,Nurul F,Desember 2020,5.0,Happy Holiday in Bali With Kids club,Kita sangat senang dan bahagia dapat berkunjung ke Sofitel Bali Nusa Dua Selama Natal anak anak sanga senang Mereka bermain dan ikuti games saat ada acara Christmas party disana bersama Asri dan Santa  Mreka tidak aka pernah melupakannya,Positive,kita senang bahagia kunjung sofitel bal nusa dua lama natal anak anak sanga senang mereka main ikut games acara christmas party sana asri santa mreka dikenal juga sebagai lupa
304,304,Djony H,Desember 2020,5.0,"Keluarga Sakinah, Mawadah, Warahmah","Respons petugas kantor depan hotel dan welcome drinks cocok. Patut diapresiasi. Kamar bersih. Wifi broadband. Jaringan andal. Kolam renang aman-nyaman. Yoga dari Pak Mustika menyenangkan. Namun, pantai tak layak renang. Kotor. ",Positive,respons tugas kantor hotel welcome drinks cocok patut apresiasi kamar bersih wifi broadband jaring andal kolam renang aman nyaman yoga pak mustika senang namun pantai layak renang kotor
305,305,Extraordinary6584,Desember 2020,5.0,"Awal menginap yang indah, Fabolous Stay",Sofitel Bali Nusa Dua sangat menyenangkan dan tidak terasa kami harus kembali. Kami sangat prihatin dengan Bali Dan sanagat ingin membantu untuk pulihkan pariwisata di Bali tentunya Kamarnya vegitu bersih dan menyenangkan Kolam yg luas Anak anak kami sangat senang bermain di kids villa bersama Ka Asri yang sangat ramah Kami akan kembali lagi,Positive,sofitel bal nusa dua senang kembali kami prihatin bal dan sanagat bantu pulih pariwisata bal kamar vegitu bersih senang kolam yang luas anak anak senang main kids villa kakak asri ramah kami
306,306,Sumarni K,September 2020,5.0,Amazing Holiday with Kids,Liburan bersama anak anak di Bali Kami berlibur ke Sofitel Bali Nusa Dua untuk kesekian kalinya Namun liburan kali ini agak berbeda Karena kami sangat jenuh dirumah dan ingin melepaskan penat semenjak pandemi Anak anak sangat senang karena bisa ke.bali lagi kesini Ditemani Miss Asri yang sungguh ceria dan selalu menyapa kami dengan baik Kami tidak lupa untuk mampir ke kids club dan menitipkan anak anak disana  Kami berharap kondisi pandemi ini akan cepat memulihkan Bali,Positive,libur anak anak bal kami libur sofitel bal nusa dua sekian kali namun libur kali beda karena jenuh rumah lepas penat semenjak pandemi anak anak senang ke bal kesini tani miss asri sungguh ceria siapa kami lupa mampir kids club titip anak anak sana kami harap kondisi pandemi cepat pulih bal
307,307,Endah,September 2020,5.0,Family Time,Saatnya berlibur bersama keluarga Kali ini kami memilih berlibur ke Bali yang saat ini sangat terdampak akan covid19 Bali sungguh memprihatinkan kondisinya sangat sepi namun kami sangat nyaman berada disini kala itu  Sofitel Bali Nusa Dua bisa memberikan pelayanan yang terbaik dan anak anak kami juga senang dan menikmati permainan dari kids villa yang dilead oleh kak Asri yang ramah dan terlatih Anak anak senang dengan permainan hide and seek dan juga lainnya  Kami senang juga ke pantainya. Sun rise nya sangat indah  Kamarnya begitu luas dan nyaman. Kami akan kembali lagi,Positive,saat libur keluarga kali pilih libur bal dampak covid19 bal sungguh prihatin kondisi sepi nyaman sofitel bal nusa dua layan baik anak anak senang nikmat main kids villa dilead kak asri ramah latih anak anak senang main hide and seek kami senang pantai sun rise nya indah kamar luas nyaman kami
308,308,Saniss,September 2020,5.0,Liburan Yang Menyenangkan di Bali,Kami sangat senang bersama anak anak tinggal di Bali setelah new normal ini dan mengajak orang tua kami agar tidak jenuh selama covid berlangsung. Tidak lupa dengan protokol kesehatan yang sangat ketat disini Begitu juga dengan kuda club' nya dengan Mba Asri yang sangat supel dan ramah terhadap kami Kami sangat terkesan dan akan kembali lagi nanti,Positive,kami senang anak anak tinggal bal new normal ajak orang tua jenuh covid langsung tidak lupa protokol sehat ketat begitu kuda club nya mbak asri supel ramah kami kes
309,309,Addinul Islami,Agustus 2020,5.0,Everlasting comfort,"Pengalaman yang berkesan dan tidak mudah untuk dilupakan, berkegiatan dan bermalam di Sofitel, Bali. Tempat yang sangat nyaman dan indah, fasilitas lengkap kelas wahid, pelayanan yang ramah dan responsif. Ditemani oleh Ibu Asri (very nice person n helpful) yang sangat membantu kami mendampingi tamu VIP selama berkegiatan di sana. Segala kebutuhan bsa dicover dg baik. Senang rasanya bisa kembali ke sna.",Positive,alam kesan mudah lupa giat malam sofitel bal tempat nyaman indah fasilitas lengkap kelas wahid layan ramah responsif tani ibu asri very bagus person helpful bantu damping tamu vip giat sana segala butuh bisa dicover dengan baik senang sna
310,310,Ayu Y,Agustus 2020,5.0,Kunjungan ke Bali,Keluarga kami sangat berharap besar dan kami sangat bersemangat untuk berlibur karena selama ini kami hanya tinggal dirumah Sehingga kami sangat senang begitu pemerintah memutuskan untuk membuka kembali dan Sofitel Bali adalah tujuan kami dan kami sangat senang dan nyaman karena Sofitel menyajikan kenyamanan saat kami berlibur Kids club adalah tempat yang sangat dinantikan anak anak kami Begitu pula Miss Asri yang sangat ramah dan begitu multi talented staff Kami akan kembali dan memberitakan pada sahabat sahabat kami Sofitel sangat nyaman,Positive,keluarga harap semangat libur tinggal rumah sehingga senang perintah putus buka sofitel bal tuju senang nyaman sofitel saji nyaman libur kids club nanti anak anak begitu miss asri ramah multi talented staff kami berita sahabat sahabat sofitel nyaman
311,311,Suwedia20,April 2020,5.0,Stay yang menyenangkan,Kami sangat senang selama stay Asri sebGai duty manager sudah sangat baik mau melayani..selain itu pelayanan yg bener2 nomer 1 dr segala segi..apalagi sampe upgrade ke villa..puas bgt disini..terima kasih sofitell..pasti balik kesini lg..we love you,Positive,kami senang stay asri sebgai duty manager layan selain layan yang bener2 nomer dari segi apalagi sampai upgrade villa puas banget sini terima kasih sofitell pasti kesini lagi we love you
312,312,Monica,Maret 2020,5.0,Happy stay enjoyable,"Hotel ini cocok sekali untuk berlibur bersama keluarga dan anak"", banyak sekali tempat bermain yg cocok untuk membuat anak saya bahagia stay di sini, ada Bu Asri di kids club yang juga membantu saya untuk mengawasi anak saya selama di kids club.. terima kasih, hotelnya besar dan bagus",Positive,hotel cocok libur keluarga anak main yang cocok anak bahagia stay sini bu asri kids club bantu awas anak kids club terima kasih hotel bagus
