,Customer_name,Date,Rating,Review_Title,Review,Sentimens
37,nadhila,Februari 2022,5.0,stay di seminyak,"baik staffnya ramah, hotelnya nyaman bersih, dekat dengan pantai , restaurant di hotel dan pool juga ada . sangat nyaman terima kasih untuk ibu ani pak arta rysta yuna sara juni putra era untuk pelayanannya , akan kembali lagi",Positive
38,Anabell,Juli 2021,5.0,Sangat menyenangkan,"Hotel dekat kemanapun..Pantai seminyak tinggal jalan,minimart atm pun dekat.. Staffnya ramah2 sekali.. Saya menginap di grandmas legia, tuban, seminyak semua nya puas banget. Kamar bersih, ada fasilitas hair dryer pula. Semoga bisa stay disana lagi",Positive
39,M. Hilmy,Februari 2022,5.0,Liburan dengan teman,"Lokasinya sangat strategis, dekat dengan pantai cuma 5 menit , kamarnya bersih, fasilitas lengkap, restaurant , pool dan spa juga. Staff nya sangat ramah terima kasih untuk ibu ani, yuna era sara rysta juni putra dan pak arta pak djoko . Kami akan kembali lagi",Positive
40,Fredy P,Januari 2022,5.0,pengalaman nginep yg tak terlupakan,"Baru pertama kali nginep di hotel yg super nyaman, murah, dan semua staff ramah banget. Sumpah pengen lama2 nginep disini cuman terkendala waktu balik ke bajo lagi. Next ke bali pasti bginep disini lgi. Tiap malam kita bikin gaduh di lobby sampe di omelin security krn berisik cuman seru banget nginap disini banyak temen baru. Tiap malem ngumpul dibawah. Ahhh kangen suasana grand mas pokoknya. Kemana2 deket.  Thx u Kak ani, Era, Juni, yuna, Putra. I Miss u so much. Sampai ketemu di Bali lagi. Grand mas kereennn.. ",Positive
41,ivnmichele,Februari 2022,5.0,MEMUASKAN⭐️⭐️⭐️⭐️⭐️,"lokasi sangat dekat ke pantai seminyak, staff sangat sangat ramah dan membantu, terimakasih banyak untuk Kak Rysta ❤️❤️ Walaupun kecil , kamar  bersih dan nyaman, ada kulkas, hairdryer! sangat worth the price! Sangat recommended!👍🏻👍🏻 Bahkan kami dikasih souvenir dr pihak staff",Positive
42,Mario,Januari 2022,5.0,Liburan,"Sangat memuaskan Ruangan bersih Kamar nyaman sekali Staff sangat ramah Terimakasih untuk mbak restart, ibu ani, mas junior, mas era, mas putra, pak arta, saran, yuna. Niat stay semalam jadi 5 malam. Semua oke. Next pasti kesini lagi",Positive
43,Anggi,Januari 2022,5.0,Staycation at grandmas seminyak,"Bagus bgt, bersih dan fasilitas lemgkap 🥰 staffnya ramah ramah terutama receptionnya ada bu Ani, Rista, Juni, Arta, Putra, Sara  , Era dan Yuna. Kamu akan kembali tentunya. Sukses buat Grandamas Seminyak",Positive
44,kayla,Januari 2022,5.0,menginap di grandmas,"hotel yang sangat mengesankan, harga terjangkau semua fasilitas oke dan tidak ada masalah selama tinggal. terimakasih untuk mba rista mba animas juni mas era mas putra pak arta mas agung mbak putri dan semua staff lain",Positive
45,Juwita,Januari 2022,5.0,Holiday,"Luar biasa pelayanan nya. Semua staff ramah tanpa terkecuali. Kamar bersih, makanan di restoran juga sangat enak. Masa pandemi tapi tetap mengutamakan pelayanan dengan kualitas yg sangat baik. Terimakasih untuk mba Ani, Rista, Juni, era, mas putra, pak Arta, SARA dan Yuna. Staff cleaningnya juga tidak kalah ramah dan profesional, terimakasih mas Agus putra. Semoga bisa berkunjung lagi ke grandmas",Positive
46,kirana,Januari 2022,1.0,attitude resepsionist sangat buruk,"habis check out dipaksa isi ulasan dan harus bintang 5, diliatin terus hp nya dipaksa banget harus bintang 5, saya mau isi bintang 4 malah katanya gausah isi daripada bintang 4. cuma mau bintang 5 di sosmed tapi attitude resepsionis dan staff WOWWWW SANGAT KURANG SEKALI. SANGAT TIDAK RECOMMEND Y KAWAN KAWAN",Negative
47,Brian,Januari 2022,5.0,Pelayanan ramah,"Pelayanan ramah dan baik oleh bli putra & mbo yuna, kamar bersih nyaman, memuaskan untuk stay disini, next time kalau ke bali, akan stay disini, dan ada juga kolam renang nya disini, akses ketempatnya mudah, dipinggir jalan seminyak 👌",Positive
48,Bugerry,Januari 2022,5.0,Liburan keluarga,"Hotelnya fasilitas lengkap, ada kolam renang, resto, spa, dan kamarnya juga bersih dekat kemana2, cuma 5 menit Jalan kaki ke pantai.. Dekat dengan shopping center, tranportasi juga mudah, staff juga ramah terutama ibu Ani, dan Ibu Yuni di resto.",Positive
49,Aswadir A,Januari 2022,5.0,Clean. Nature. Friendly. Good Location,Tempatnya Asri. Lokasi sangat trategis.. disediain penyawaan motor yg murah... tempat parkir memadai.. kamar selalu bersih.. kualitas kamar bagus.. Stafnya Ramah Banget.. disambut dan dibantu sama Mba Rista.. smua staf tanpa terkecuali sangat ramah.. Best Pokoknya.. Bakal Nginap disni lagi sih.. ,Positive
50,Mochammad,Januari 2022,5.0,Liburan di Bali,"Pilihan paling tepat kalau liburan di Bali stay di Grandmas Seminyak.  hotelnya bersih,  fasilitas lengkap dan harga terjangkau.  staffnya juga ramah banget dan sangat membantu terutama bu Ani,  Rista,  Sara,  Arta,  Era,  Juni,  Putra, Yuna dan Yuni. Ayo tunggu apa lagi kalau ke Bali stay di Grandmas Seminyak",Positive
51,Marsa I,Januari 2022,5.0,Liburan with Bali Gang di Grandmas Plus Hotel Seminyak,"Pertama kali stay di hotel sini, hotelnya bersih, fasilitas lengkap, harga terjangkau, pokoknya recommended banget deh disini !! Staff nya sangat ramah, yaitu Bu Ani, Pak Joko, Mba Rista, Mas Juni, Mas Era, Putra, Arta, Mba Sarah, Mba Yuna, dan lain-lain. Hotelnya dekat dengan pantai dan banyak makanan untuk di gofood, jadi sangat strategis",Positive
52,regita,Januari 2022,5.0,liburan akhir tahun,"kamarnya bersih, lokasinya dekat kemana mana, dekat dengan pantai, ada resto, kolam renang, acnya dingin. Pelayanannya ramah, lingkungannya bersih. Semangat untuk semua staff hotel!!<3 Mbak Ani, Mbak Rista, Mas Juni, Mbak Sarah, Mbak Yuna, Mas Arta, Mas era, dan Mas Putra💗💗",Positive
53,Alvano,Januari 2022,5.0,Pelayanan Fasilitas Terbaik,"Stay tiga hari dua malam disini rasanya nyaman, strategis lokasinyq, staff ramah, fasilitas sangat worth it ada kulkas, hot water. Terima kasih atas keramahtamahan dari team terutama bu Ani, Agus, Juni, Rista,Yuna, Era, Arta, Sara, Putra, Rendy and Mudiasih.. Sukses selalu dn kalau ada kesemptan kembali ke Bali pasti akan menginap disini kembali.",Positive
54,pratama p,Januari 2022,5.0,Review,"Saya langganan untuk menginap disini, dan selalu tidak pernah kecewa terhadap kualitas dan pelayanannya, tempat strategis, dan pastinya akan kesini lagi, thx GM plus hotel Seminyak. Special thx utk staf Yuna, Bu Ani, Sara, Rysta, Juni, Arta, Era, Putra, Randy, Yogi dkk yang memberikan pelayanan maksimal.",Positive
55,aairvan,Januari 2022,5.0,Menginap di Grandmas Seminyak,"Menginap di sini 1 malam, lokasi strategis dekat Courtyard Mariott & BluZea Resort. Harga super terjangkau, kamar ukuran agak kecil ala kost2an premium tp bersih, ringkas & minimalis, pelayanan memuaskan, staffnya ramah2 especially mba Rysta, spanya enak & nyaman. Untuk harga segitu fasilitasnya udah ok bgt. Kekurangannya kolam renangnya ukurannya kecil bgt, area parkir terbatas & spreinya ada yg bolong sedikit. Tp overall ok lah.",Positive
56,Erni,Januari 2022,5.0,Sangat baik,"Kami menginap selama 3 malam di siniii. Semua staff nya ramah, pelayanan nya baik. Fasilitasnya lengkap. Kamarnya jg bersih dan nyaman. Terima kasih untuk bu ani dan rekan. Kami puas menginap di sini.",Positive
57,Traveler,Januari 2022,5.0,Menginap di Grandmas,"Selama stay disini , saya merasa sangat nyaman, staffnya Ramah dan cepat respon.. Sudah ketiga kalinya menginap disini dan tidak ada yang berubah, semua tetap luar biasa. Terimakasih untuk staff Fo ada mba Rista, mas erw, Juni, Bu Ani, mbok sara, Yuna, bli putra, dan pak Arta, semua ingat nama saya  sudah seperti keluarga",Positive
58,Asia,Desember 2021,5.0,Great cleanliness and hospitality,"Thank you so much to bu Ani, Era,Putra,Rysta,Sarah,Yuna,Juni,Wira,Sentana,Agus, dan semua staff, I repeat, semua staff and all team Grandmas hotel Seminyak unt keramahannya yg tulus dan santun, serta kebersihannya yg juara, yg membuat kami nyaman dan merasa di terima dgn sangat baik. Much respect 🙏  Looking forward to stay there again.",Positive
59,Donny setiawan,Januari 2022,5.0,Menginap di Grandmas Seminyak,"sangat menyenangkan meskipun hanya menginap untuk satu malam. Pelayanan sangat ramah, kamar bersih, fasilitasbyang ditawarkan juga sangat menarik. Lokasi nya sangat strategis, dekat untuk kemana mana. Spesial thanks untuk Mba Rysta yg sudah bantu saat check out, terimakasih untuk mas era dan pak arta yg bantu saat check in. Staff yg lain ada ibu Ani, mba yuna, mba sara, juni, dan nas putra. Sukses terus untuk grandmas seminyak",Positive
60,fellakun,Januari 2022,5.0,Liburan awal tahun di Grandmas Seminyak,"Kebersihan Ok, tempatnya nyaman dan lengkap..  Staff ramah, terimakasih sudah mau mengantar makanan yg kami pesan. Pokonya the best buat kalian. Terima kasih bu Ani, Yuna, putra, sara, Rista, Era, Arta, Juni , Yogi and Mia. Sukses selalu buat Grandmas",Positive
61,David,Januari 2022,5.0,Short & Sweet Liburan Awal Tahun di Grandmas Seminyak,"Lokasi sangat strategis karena dekat banget dengan Pantai Seminyak, tinggal jalan kaki tidak sampai 2 menit sudah sampai. Dekat hotel juga banyak minimarket.   Petugas resepsionis yaitu Rista dan Juni juga sangat helpful, ramah dan membantu, bisa ngobrol juga dengan anak saya yg usia 8 tahun.   Walaupun ukuran kamar tidak besar, tapi desain nya benar - benar dimaksimalkan. Mau meletakkan barang apa saja ada tempat. Ada meja untuk laptop juga sehingga saat musti kerja bisa. Kamar juga bersih, Mas Yogi yang membersihkan sudah mantap sekali melakukan pekerjaannya.   Bakal tinggal lagi di sini lain kali ke Seminyak Bali",Positive
62,LP,Januari 2022,5.0,Liburan Tahun Baru,"Liburan  tahun baru yang menyenangkan di Grandmas Seminyak.Tempatnya sangat strtegis dekat ke mana mana staffnya ramah sekali terutama bu Ani, mbak Rista, Mas Juni dan Pak Randy  kami akan krmbali lagi tentunya",Positive
63,Viea ramona,Januari 2022,5.0,Berlibur di grand mas seminyak,"Kamarnya nyaman, fasilitas lengkap, harga murah, pelayanan baik, suasana bagus. Dan juga Worth it bangett untuk anak-anak muda yang ingin berlibur dan mencari hotel yang low budget.  Thanks atas pelayanannya Bu Ani, Rista, era, pak Djoko, dan mas kris",Positive
64,Febby bi,Januari 2022,5.0,Review hotel murah dan cozy,"Harganya murah banget dibanding hotel lain dan fasilitas oke, cozy banget sukak, ada kolam dan cafe juga,lokasinya juga strategis kalau mau kemana mana jadi gampang selain itu pelayannya baik dan ramah juga. Thank u mas Juni, mba risma,Ani,SARA atas pelayanannya😊",Positive
65,Meidila Anggita,Desember 2021,5.0,Hotel recommended di Seminyak Bali,"Semua staff sangat ramah, profesional kinerjanya. Kamar bersih, rapih, selalu dibersihkan setiap hari. Suasana sangat nyaman, dijamin betah menginap lama di sini. Resepionisnya mbok Rista, Ani, Sara, sangat ramah, baik, murah senyum.  Nanti liburan pasti menginap disini lagi. Sukses terus Grandmas Hotel",Positive
66,Mulia LG,Desember 2021,5.0,"Hotel terbaik, nyaman di bali","Kamar bersih, rapih, room boy ramah Suasananya nyaman banget.  Pokoknya dijamin betah menginap disini.  Harga pun relatif terjangkau.  Staff front office nya semua ramah..  Terutama (mbok rista) terimakasih pelayanannya sangat ramah sekali selama kami menginap disana 😇",Positive
67,Fira,Desember 2021,5.0,Liburan New Year,"Fasilitasnya cukup memadai, tempatnya bersih, sangat nyaman, staffnya sangat ramah. Thanks to Mba Ani, Mba Yuna, Mba Sarah, Mba Rista, Mas Arta, Mas Juni, Mas Putra dan Mas Adi dari housekeeping. Sukses selalu",Positive
68,Djohar,Desember 2021,5.0,Liburan di bali,"Grandmas seminyak sangat dekat dengan pantai dan fasilitasnya juga ok. Ada spa, resto, dan pool. Terimakasih atas pelayanannya ibu Ani, kak era, kak yuna, kak sara, rysta, putra, juni, artha, pitri, yuni. Saya akan kembali lagi",Positive
69,Karl adrian,Desember 2021,5.0,Stay di Grandmas,"Pelayanannya Oke, staff dan pekerja disini ramah semua, Yuna, Sara, Era, Ani, Yogi semua sangat friendly terhadap saya dan membuat stay saya disini menjadi menyenangkan, saya akan datang kembali.. terima kasih untuk grandmas hotel seminyak",Positive
70,Roosiana,Desember 2021,5.0,Liburan keluarga akhir tahun,"Kamar nyaman,air panas oke,tempat bersih,dekat dengan pantai,banyak resto apalagi staff nya ramah terutama ibu ani dan mbak yuna ,mas era ,mas juni,mas putra,mas arta ,mbak sarah dan mbak rista .kami sekeluarga pasti akan kembali lagi",Positive
71,Dinda Rizky,Desember 2021,5.0,Ulasan Grandmas Hotel Seminyak,"Pelayanan sangat ramah dan terbaik dari para FO profesional mba Ani, Rista, Era, Yuna, Sara, Arta, Juni dan Putra dan merasa sangat terbantu dgn pelayanannya. hotelnya nyaman dan lokasi sgt strategis deket pantai dan tempat makan.. cocok utk honeymoon atau liburan keluarga.. next trip pasti akan booking dihotel ini lagi ❤️",Positive
72,Imam Ghozali,Desember 2021,5.0,"WORTH TO BOOK, GRANDMAS PLUS HOTEL SEMINYAK","Hotelnya bersih, pelayanan staffnya ramah2 jadi nyaman nginap disini meskipun cuma menginap satu hari. Next time ke bali pasti nginep disini lagi. Oiya hotelnya deket banget pantai doublesix dan di kawasan sekitar hotel juga tenang. Dengan harga 200an (exc sarapan) sangat worth it to try buat kalian backpacker yang nyari penginapan yang budget friendly.",Positive
73,Haryadi Handika,Desember 2021,5.0,Really Recommended Grandmas Seminyak,"Great location and nice hotel. Suka sekali menginap disini, kamar bersih, staff sangat ramah, saya datang tanpa pemesanan tapi dibantu dengan baik oleh Mbak Rista untuk lihat kamar.  Terimakasih untuk Bu Ani, pak Arta, Ba Yuna,dan mas era yg bantu saat check out. Sukses terus Grandmas",Positive
74,Wanda,Desember 2021,5.0,Menginap di Seminyak,"Kamar bersih , lokasi dekat dengan pantai, tinggal jalan kaki saja sudah bisa ke pantai untuk liat sunset. Pelayanan sangat baik, semua staf ramah dan selalu menyapa. Terdapat fasilitas pool, restoran dan juga SPA. Terima kasih untuk mbak Rista yg sudah bantu saat check in, bapak Arta , bu Ani, sara, Yuna, Juni, dan yogi staff housekeeping. Sukses selalu untuk Pak Djoko dan team.",Positive
75,askd,Desember 2021,5.0,Liburan akhir tahun,"Nyaman, fasilitas sesuai, kolam renang bersih, staff nya nya ramah.. Bu Ani, Mas putra, Mas arta, Mba sarah, Mba Yuna dan Mas Juni dan Mas Era.  Kami sangat meninkmati bersama keluarga. Semoga pariwisata bali cepat pulih.",Positive
76,KelvinDion,Desember 2021,5.0,Rate hotel,Hotel sudah baik  bersih dan nyaman untum di tinggali selama beberapa haru baik untuk individu maupun untuk bersama sama dengan keuarga dan juga dekat dengan pantai dan mencari makanan juga mudah sekutaran sini banyak restorant/cafe   Dan bagian FO dan HK juga sudah baik ramah dan bersih di hotel ini,Positive
77,Yves,Desember 2021,5.0,Liburan sekolah,"Pertama kali tinggal di Grandmas Seminyak. Sangat menyenangkan. Staffnya ramah sekali terutama bu Ani, Rista, Era, Pak arta, yuna, saran dan petugas housekeeping nya mbak Putri. Kami pasti akan kembali lagi.   Lokasi sangat dekat dengan pantai. Terimakasih grandmas",Positive
78,Cinndy sie,Desember 2021,5.0,Review,"Kamar nya sangat nyaman dengan harga yang affordable, pelayanan nya memuaskan, staff (Rysta, Juni, Yuna, Arta, Ani) nya ramah dan baik.  Kami datang tiba2 tanpa info untuk early check in, tapi room nya cepet banget di siapin, jadi ga bikin customer nya nunggu lama....cekatan banget",Positive
79,Adjie Karim,Desember 2021,5.0,LIBURAN AKHIR TAHUN DI GRANDMAS,"Sangat affordable dan staff nya sangat ramah. Untuk lokasi juga sangat dekat ke tempat wisata dan makan di daerah Seminyak. Thanks Khusus nya Bu Ani, Mba Rista, Mba saraf dan Mas Juni. Sangat rekomendasi untuk liburan keluarga!!",Positive
80,Gita,Desember 2021,5.0,Pengalaman pertama ke Bali bersama keluarga besar,"Pelayan cukup ramah, sarapan halal, kejujuran tinggi pd setiap staf, dan loyalitas terhadap tamu sangat baik.  5 hari yg menyenangkan menginap disini Untuk cleaning servicenya mas Agus putra Orgnya ramah.",Positive
81,Saragih S,Desember 2021,5.0,Liburan di bali,"Kamarnya nyaman, bersih, pelayanan nya sangat baik dan ramah-ramah. Kamarnya tidak terlalu kecil dan tidak terlalu besar. Kamar mandi bersih.  Lokasi sangat strategis dekat kemana mana. Ada fasilitas restoran juga, makanannya enak. Spesial thanks untuk ibu ani, pak Arta, mbak sara, yuna sudah membantu selama tinggal. Terimakasih juga untul mbak rista sudah bantu saat check out. Staff HK yg sudah bersihkan kamar kami yaitu agus Rekomendasi untuk liburan di bali.",Positive
82,Clarissa,Desember 2021,5.0,Liburan di bali,"Pelayanannya baik. Dan untuk kamarnya nyaman. Semua bersih, lokasi sangat dekat dengan pantai bisa tinggal jalan kaki. Ada fasilitas spa dan restoran juga. Makanannya enak dan harga terjangkau. Terimakasih untum ibu Ani, Mbak Rysta, mas putra dan mas wandi yg membantu saat ada masalah AC dikamar. Sukses terus untuk Grandmas",Positive
83,Ary,November 2021,5.0,Pengalaman menginap yang berkesan,"Kamar sangat nyaman, bersih dan rapih. Juga dengan para staff hotel Era, Juni, Rysta, Ani yang sangat welcome, ramah dan membantu sekali dalam hal pelayanan check in dan check out. Akan kembali menginap di hotel ini lain waktu :)",Positive
84,Mella K,Desember 2021,5.0,Liburan dengan keluarga di Grandmas Seminyak,"Tidak mengecewakan selama menginap disini. Pelayanan layaknya bintang 5, semua staff sangat helpfull, proses check in check out cepat dan selalu menyapa dengan ramah. Kebersihan kamar sangat dijaga, terimakasih untuk Ade yg sudah mebersihkan kamar kami setiap hari. Untuk staff restoran yuni, mia, dan bu mudiasih untuk good service nya. Staff frontliner mulai dari Ibu Ani, Pak Arta, Mba sara, rista, yuna, juni, era, dan putra. Pak randy dan pak beni juga terimakasih sudah bantu handle barang bawaan kami.",Positive
85,Agah,Desember 2021,5.0,Berkarya di grandmas seminyak,"Awalnya kesini untuk jalan saja. Ternyata hotel ini nyaman sambil bekerja. Apalagi membuat sketsa. Lampu belajarnya sangat membantu. Terima kasih Kak Ani, Yuna, Rista, Sara, Era, Putra, Arta, Juni, dan Agung! Sampai jumpa lagi :)",Positive
86,woelan k,Desember 2021,5.0,Best service🙏,"Pelayanan yang Ramah,kamar Bersih.  Dari mulai masuk hotel(staff security,fo,restaurant)semuanya ramah2  Sangat helpfull banget,jadi rekomendasi keteman2 yg lain buat nginep disini kalau keBali Best bangetz 🙏 Pertahankan👏🏼😊",Positive
87,Intanp Prima,Desember 2021,5.0,Best hotel at Seminyak,"Liburan  pertama kali di Grandmas Seminyak yang menyrnangkan. Ada kolam renang dan resto juga. Pokoknya lengkap deh. Makanannya enak dan harga sangat terjangkau. Staffnya sangat ramah ibu Ani, Yuna, Artha, Putra, Juni, Rysta, Era,  dan Sara. Ayo stay di grandmas seminyak",Positive
88,Purnama,Desember 2021,5.0,Good services,"Service bagus memuaskan . Terima kasih untuk ibu ani, mba sara dan mba yuna Dekat pantai dekat minimart parkir tersedia nyaman harga sesuai lokasi tepat untuk berlibur aman dan nyaman Rekomen bnget looo",Positive
89,May sarah,Desember 2021,5.0,Pengalaman stay di Grandmas,"Pelayanannya sangat bagus, cepat, dan tanggap. Kamarnya juga bersih sekali. Ada restaurant juga dengan makanan yang enak. Terimakasih atas pelayanannya ibu Ani, mba Sara, mba Yuna, mas Juni, mas Putra, dan mas arta, mas juni dan staff lainnya",Positive
90,Fitri,Desember 2021,5.0,Holiday,"Harga ok.  Tempat dkt dg pantai...breakfast nya ok..seperti bintang  5.. Dg staff nya yg ramah ,mbk ani,mbk sara,mbk yuna,mas era dan mas putra ,ms juni Lengkap dg swimmming pool dan ada live musik di wekeend dan holiday...",Positive
91,Ariana,Desember 2021,5.0,Staycation di Grandmas,"Sangat menyenangkan dan pelayanan dari Sara, Arta, Rista, Juni dan Ibu Ani samgat ramah dan membuat kami betah seperti di rumah. Jika ke bali sebaiknya menginp di Grandmas Seminyak Bali. Selain delat dari pantai Seminyak",Positive
92,Melan Gu,Desember 2021,5.0,Excellent service,"Service excellent , kamar agak kecil tapi bersih ranjang nyaman , kamar mandi bersih service bintang 5 .  Terima kasih para staff dan security yg super ramah n helpfull bu Ani  dan terutama mba Rista thanks service excellent kalian. Pengalaman ketiga di grandmas group. Thank youuuu once again",Positive
93,Kurniawanalexander,Desember 2021,5.0,Staycation,"Sangat bagus, pelayanan ramah, seluruh staff sangat ramah @yuna @Rysta @ani . Di masa Pandemi mereka sedang survive namun sama sekali tidak mengurangi standar pelayanan. Semoga kondisi segera pulih amin.",Positive
94,amanda p,Desember 2021,5.0,Pelayanan yg bagus,"Pertama kali mencoba grandmas dari sekian cabang kami memilih grandmas seminyak. Kamar bersih, amenities kamar lengkap, mengikuti standard prokes, sayang listrik mati beberapa kali tapi staff cepat tanggap. Pelayanan staff sangat baik, ramah, responsif dan sopan terutama ibu ani, yuna, rista dan era. Pasti akan datang kembali.",Positive
95,FP_alfani,Desember 2021,5.0,Staycation di Grandmas Plus Seminyak,"Hotelnya dekat dengan pantai.. Kamar nyaman dan bersih, air panas lancar.. Staffnya sangat ramah dan helpul banget. Special thank buat bu Ani, mas Era, mbak yuna dan mbak Sara.  Kalau ke Bali recomend banget stay di Grandmas",Positive
96,Muliani,Desember 2021,5.0,Perfect,"Sudah kesekian kalinya stay di GrandMas Seminyak, selalu nyaman untuk stay disini. Sangat cocok untuk me time juga. Terimakasih atas best servicenya untuk Rysta , Sara dan Bu Ani. Saya akan dtg kembali",Positive
97,Rewinata Syah Putra,Desember 2021,5.0,Liburan skripsian,"Untuk yang mau menikmati Bali Selatan dengan pantainya yang luar biasa bisa banget bermalam disini. Apresiasi yang besar buat pelayanannya yang ramah , special  thanks to Ani, Sarah, Rista 😍😍❤❤......",Positive
98,Irfan,Desember 2021,5.0,My experience,"Dengan harga yg masih ramah bujet,hotel ini layak sebagai rekomendasi untuk tempat menginap.stafnya pun ramah dan sangat membantu sekali.dan yg terpenting lokasi strategis untuk ke pantai ataupun cafe2",Positive
99,Nhasanah,Desember 2021,5.0,staff review,"senang dan nyaman sekali menginap d grandmas seminyak..staff mb ani,mas putra dan mb sara dan staff lainnya sgt ramah sekali..specially to GM Mr Djoko thx so much...grandmas really recomended for staycation..thx GrandMas",Positive
100,Denny,November 2021,5.0,Hotel yang luar biasa,"Fasilitas lengkap, harga sangat terjangkau, lokasi dekat kemana mana, karyawan sangat ramah, 9,5/10 Kalau kebali psti nginep disitu lagi apalagi kalo cuman buat istirahat karna nyaman banget bisa pinjem sepeda juga",Positive
101,Chriswinar,Desember 2021,5.0,Berlibur,"Tempat nyaman buat berlibur bersama keluarga, fasilitas kamar serta pelayanan staff hotel yang prima, serta menu masakan yang 👍.. thanks buat mbak Ani, Yuna, Sara, Era. See u next time..                      Dekat ke area wisata serta live music kerenn",Positive
102,Paulinda,Desember 2021,5.0,Menginap 2 malam di GrandMas Hotel Seminyak,"Hotelnya nyaman, dan harga terjangkau letak hotelnya sbnrnya juga masih strategis sih hanya karna pandemic jadinya terlihat sepi untuk sekitaran. Untuk staff hotelnya juga ramah. Sayangnya ke bali kali ini lagi hujan jadi tidak bisa ke pantai padahal dekat sekali dengan pantai. Semoga tahun depan pandemic bisa berakir dan perekonomian di Bali bisa pulih lagi. Terima kasih GrandMas Hotel Seminyak🙏🙏🙏",Positive
103,Duty Nath,November 2021,5.0,The best Choice hotel di bali. Hotel murah tapi profesional di bali.,"Amazing. Ditengah pandemik hotel ini sangat murah. Akan tetapi fasilitas tidak berkurang. Dengan lokasi yang dekat ke pantai 500m. Dan dekat circle K. Serta menyediakan bfast murah dan resto serta spa. Staff nya ramah2 terkhusus mbak Ani, Sara & Yuna yang sangat membantu dan cekatan. Engineer nya sigap saat malam teman2 memiliki problem dengan TV segera dibantu. Pinjem setrika pun cepat diantar.  Proses check in dan check out sangat cepat. Parkiran tidak terlalu lebar tapi dengan adanya petugas yang mengatur dan membantu parking, kesulitan itu cepat diatasi. ",Positive
104,Ratna Widyaswari,Oktober 2021,5.0,Hotel cocok untuk staycation,"Hotelnya Bagus, kamarnya bersih, staffnya ramah banget, lokasi strategis deket dengan pantai juga, daya sempet coba promo ayam betutu d restonya dan enak. Pokonya top banget. Cocok untuk tempat staycation bersama keluarga/teman2.",Positive
105,dwi_udayani,November 2021,5.0,Best service for grandmas seminyak,"Semuanya exellent, mulai dari check in pelayanannya sangat ramah, staff lainnya juga ramah selalu senyum selalu menyapa. Kamar sangat bersih, amenities lengkap. Sangat nyaman, dan pastinya akan kembali lagi kesini 💞 Lokasinya juga dekat jika ingin ke pantai seminyak",Positive
106,Andi Prabowo,November 2021,5.0,"Grandmas Plus Hotel Seminyak  ""Luar Biasa""","Service, Keramahan, & Care nya semua Luar biasa. Ruangan kamar simple tapi atmosphere nya terasa cozy dan lengkap. Disini Wajib coba De'Nyuh SPA, pengalaman spa yang sangat luar biasa. Semoga bisa kembali lagi kesini.  Salam dari Medan Andi & Lisa",Positive
107,Aro,November 2021,5.0,Affordable budget hotel,"Buat kamu yg pengen liburan dengan budget terbatas. Hotel ini bisa jadi pilihan paling tepat buat kamu. Selain harga, kamar yang cozy, akses dekat dengan pantai, keramahan para staf nya (Yuna, Ari, Rysta dan Djoko) juga bikin kita betah kaya di rumah sendiri.",Positive
108,Utami S,November 2021,5.0,Amazing Hotel,Hotel kecil yang pelayanannya super duper dahsyat nice nya. Kamarnya bersih. Dengan harga yang tidak mahal hotel ini juga memberikan breakfast yang enak 👍🏾. Terima kasih kepada para staffnya mas ari mba sara mba rysta mba ani mba yuni mba putri dll 🙏🏽🙏🏽🙏🏽,Positive
109,Elsa,November 2021,5.0,Liburan,"Luar biasa keren. Kamar nyaman dan bersih, fasilitas jg lengkap sekali dgn harga yg affordable. Top bgt pokoknya. Seluruh staff jg ramah dan murah senyum. Special thanks to mba Rysta, Yuna dan mas Ari🥰",Positive
110,Frdhasna18,November 2021,5.0,Vacation in bali,"Pelayanan ramah, tempat bersih, ada banyak berbagai fasilitas, dekat pantai tinggal jalan kaki. Pengalaman pertama ke bali dengan nginap disini benar benar first impression yang baik. Terima kasih sudah menjamu kami dengan baik",Positive
111,Reynaldy,November 2021,5.0,Liburan,"Tempat nyaman dan bersih. Dekat pantai asik asri dan pelayanan bagus saya menyukai tempat ini. Akn kembali lgi di saat liburan ke Bali di lain waktu. Smoga liburan slanjutnya menjadi liburan yg lebih menarik bersama keluarga atau teman"".. Thnk""U",Positive
112,Yaman,Oktober 2021,5.0,Pelayanan super duper ramahhhhh,"Mantab banget disini..pelayanannya super duper ramah, wifi kenceng, fasilitas okehh..plus dekat dengan banyak wisata.. Harga jg terjangkau sekali… Next time kalau ke bali, keknya mau pesen di sini lagi deh,,",Positive
113,Sopian,Oktober 2021,5.0,Best service hotel!!!,"Lokasi strategis dekat dengan pantai, kamarnya bersih, ac nya dingin, staf nya ramah, makanannya enak, pelayanannya ramah, terima kasih buat staf fnya yang super ramahbu Ani, Ari, Rista dan Sara. Kita akan kembali lagi",Positive
114,Vinda,Oktober 2021,5.0,Liburan,"Baik, pelayananya ramah, besih sekali, tempatnya bagis dan sangat dekat dengan pantai. Kamarnya nyaman dan untuk sambil bekerja nya pun bisa. Kalau ingin lihat sunset hanya 3 menit sampai ke Pantai nya. Sangat bagus.",Positive
